cliente_id,codigo_cliente,razao_social,segmento,cidade,uf,data_cadastro,ativo
1545,CLI001545,Cliente 1545,Mercadinho,Recife,PE,2021-07-01,True
1546,CLI001546,Cliente 1546,Supermercado,Salvador,BA,2021-04-04,True
1547,CLI001547,Cliente 1547,Conveniência,Caucaia,CE,2022-01-14,True
1548,CLI001548,Cliente 1548,Restaurante,Salvador,BA,2025-11-07,True
1549,CLI001549,Cliente 1549,Bar,Feira de Santana,BA,2021-04-07,True
1550,CLI001550,Cliente 1550,Supermercado,Salvador,BA,2021-07-21,True
1551,CLI001551,Cliente 1551,Supermercado,Feira de Santana,BA,2024-04-03,True
1552,CLI001552,Cliente 1552,Conveniência,Olinda,PE,2025-06-02,True
1553,CLI001553,Cliente 1553,Bar,Recife,PE,2023-10-16,True
1554,CLI001554,Cliente 1554,Conveniência,Maracanaú,CE,2025-10-06,True
1555,CLI001555,Cliente 1555,Atacado,Maracanaú,CE,2023-11-23,True
1556,CLI001556,Cliente 1556,Restaurante,Caucaia,CE,2022-11-25,True
1557,CLI001557,Cliente 1557,Conveniência,Salvador,BA,2024-02-11,False
1558,CLI001558,Cliente 1558,Bar,São Luís,MA,2025-11-24,True
1559,CLI001559,Cliente 1559,Supermercado,Fortaleza,CE,2021-10-25,True
1560,CLI001560,Cliente 1560,Supermercado,Olinda,PE,2024-04-20,True
1561,CLI001561,Cliente 1561,Restaurante,Caucaia,CE,2024-05-07,True
1562,CLI001562,Cliente 1562,Conveniência,Recife,PE,2021-04-24,True
1563,CLI001563,Cliente 1563,Conveniência,São Luís,MA,2023-03-09,True
1564,CLI001564,Cliente 1564,Atacado,Fortaleza,CE,2024-11-27,True
1565,CLI001565,Cliente 1565,Supermercado,Fortaleza,CE,2023-06-08,True
1566,CLI001566,Cliente 1566,Conveniência,Fortaleza,CE,2022-11-23,True
1567,CLI001567,Cliente 1567,Atacado,Feira de Santana,BA,2023-03-15,True
1568,CLI001568,Cliente 1568,Bar,Maracanaú,CE,2021-04-02,True
1569,CLI001569,Cliente 1569,Supermercado,Caucaia,CE,2022-02-06,True
1570,CLI001570,Cliente 1570,Supermercado,Recife,PE,2025-02-14,True
1571,CLI001571,Cliente 1571,Supermercado,Olinda,PE,2022-04-14,True
1572,CLI001572,Cliente 1572,Restaurante,Recife,PE,2023-10-15,True
1573,CLI001573,Cliente 1573,Restaurante,Recife,PE,2024-02-12,True
1574,CLI001574,Cliente 1574,Bar,Caucaia,CE,2024-07-17,True
1575,CLI001575,Cliente 1575,Supermercado,Feira de Santana,BA,2024-01-25,True
1576,CLI001576,Cliente 1576,Restaurante,Maracanaú,CE,2025-09-05,True
1577,CLI001577,Cliente 1577,Restaurante,Caucaia,CE,2024-08-10,True
1578,CLI001578,Cliente 1578,Atacado,Feira de Santana,BA,2025-08-03,True
1579,CLI001579,Cliente 1579,Supermercado,São Luís,MA,2022-04-01,False
1580,CLI001580,Cliente 1580,Bar,Salvador,BA,2024-07-13,True
1581,CLI001581,Cliente 1581,Bar,Salvador,BA,2024-05-21,True
1582,CLI001582,Cliente 1582,Bar,Maracanaú,CE,2021-02-13,True
1583,CLI001583,Cliente 1583,Supermercado,Caucaia,CE,2024-05-25,True
1584,CLI001584,Cliente 1584,Atacado,Salvador,BA,2024-11-23,True
1585,CLI001585,Cliente 1585,Conveniência,Fortaleza,CE,2024-07-24,True
1586,CLI001586,Cliente 1586,Mercadinho,São Luís,MA,2023-11-23,True
1587,CLI001587,Cliente 1587,Restaurante,Caucaia,CE,2025-08-22,True
1588,CLI001588,Cliente 1588,Atacado,Recife,PE,2025-11-27,True
1589,CLI001589,Cliente 1589,Mercadinho,Maracanaú,CE,2024-07-23,True
1590,CLI001590,Cliente 1590,Atacado,Maracanaú,CE,2022-07-06,True
1591,CLI001591,Cliente 1591,Conveniência,Olinda,PE,2023-09-18,True
1592,CLI001592,Cliente 1592,Atacado,Feira de Santana,BA,2023-12-14,True
1593,CLI001593,Cliente 1593,Mercadinho,Maracanaú,CE,2025-06-27,True
1594,CLI001594,Cliente 1594,Conveniência,Recife,PE,2024-12-10,False
1595,CLI001595,Cliente 1595,Bar,Caucaia,CE,2021-02-03,True
1596,CLI001596,Cliente 1596,Atacado,Feira de Santana,BA,2024-11-10,True
1597,CLI001597,Cliente 1597,Supermercado,Caucaia,CE,2023-03-23,True
1598,CLI001598,Cliente 1598,Supermercado,São Luís,MA,2025-02-15,True
1599,CLI001599,Cliente 1599,Supermercado,Recife,PE,2022-01-24,True
1600,CLI001600,Cliente 1600,Restaurante,Recife,PE,2024-08-21,True
1601,CLI001601,Cliente 1601,Conveniência,Maracanaú,CE,2022-02-10,True
1602,CLI001602,Cliente 1602,Restaurante,Maracanaú,CE,2021-06-01,True
1603,CLI001603,Cliente 1603,Bar,São Luís,MA,2021-01-02,True
1604,CLI001604,Cliente 1604,Conveniência,Fortaleza,CE,2025-01-04,True
1605,CLI001605,Cliente 1605,Bar,Fortaleza,CE,2025-09-25,True
1606,CLI001606,Cliente 1606,Bar,São Luís,MA,2023-10-14,True
1607,CLI001607,Cliente 1607,Restaurante,Salvador,BA,2022-06-22,True
1608,CLI001608,Cliente 1608,Restaurante,Fortaleza,CE,2023-02-01,True
1609,CLI001609,Cliente 1609,Conveniência,Feira de Santana,BA,2022-01-20,True
1610,CLI001610,Cliente 1610,Conveniência,Olinda,PE,2022-06-15,True
1611,CLI001611,Cliente 1611,Atacado,São Luís,MA,2024-11-07,False
1612,CLI001612,Cliente 1612,Mercadinho,Salvador,BA,2023-01-26,True
1613,CLI001613,Cliente 1613,Supermercado,São Luís,MA,2025-08-13,True
1614,CLI001614,Cliente 1614,Restaurante,Maracanaú,CE,2024-08-22,True
1615,CLI001615,Cliente 1615,Conveniência,Maracanaú,CE,2024-05-20,True
1616,CLI001616,Cliente 1616,Atacado,Caucaia,CE,2025-12-17,True
1617,CLI001617,Cliente 1617,Mercadinho,São Luís,MA,2023-11-18,True
1618,CLI001618,Cliente 1618,Supermercado,São Luís,MA,2024-02-16,True
1619,CLI001619,Cliente 1619,Supermercado,Recife,PE,2022-03-25,True
1620,CLI001620,Cliente 1620,Mercadinho,Maracanaú,CE,2024-12-01,True
1621,CLI001621,Cliente 1621,Bar,Salvador,BA,2023-04-24,True
1622,CLI001622,Cliente 1622,Conveniência,São Luís,MA,2021-11-05,True
1623,CLI001623,Cliente 1623,Mercadinho,São Luís,MA,2023-04-19,True
1624,CLI001624,Cliente 1624,Conveniência,Maracanaú,CE,2023-07-23,True
1625,CLI001625,Cliente 1625,Conveniência,Feira de Santana,BA,2025-07-26,True
1626,CLI001626,Cliente 1626,Mercadinho,Olinda,PE,2023-02-04,True
1627,CLI001627,Cliente 1627,Conveniência,Recife,PE,2021-10-12,True
1628,CLI001628,Cliente 1628,Bar,Salvador,BA,2025-12-01,True
1629,CLI001629,Cliente 1629,Bar,Recife,PE,2024-06-25,True
1630,CLI001630,Cliente 1630,Atacado,Caucaia,CE,2025-10-08,True
1631,CLI001631,Cliente 1631,Atacado,Fortaleza,CE,2024-06-05,True
1632,CLI001632,Cliente 1632,Supermercado,Olinda,PE,2024-11-15,True
1633,CLI001633,Cliente 1633,Supermercado,Olinda,PE,2021-10-11,True
1634,CLI001634,Cliente 1634,Restaurante,Maracanaú,CE,2025-08-21,True
1635,CLI001635,Cliente 1635,Restaurante,São Luís,MA,2024-01-26,True
1636,CLI001636,Cliente 1636,Conveniência,Recife,PE,2022-12-24,True
1637,CLI001637,Cliente 1637,Bar,Caucaia,CE,2024-05-27,True
1638,CLI001638,Cliente 1638,Mercadinho,Caucaia,CE,2025-07-11,True
1639,CLI001639,Cliente 1639,Restaurante,São Luís,MA,2024-07-03,True
1640,CLI001640,Cliente 1640,Restaurante,Olinda,PE,2022-12-28,True
1641,CLI001641,Cliente 1641,Supermercado,Maracanaú,CE,2023-10-28,True
1642,CLI001642,Cliente 1642,Bar,Olinda,PE,2022-10-05,True
1643,CLI001643,Cliente 1643,Restaurante,São Luís,MA,2022-04-07,True
1644,CLI001644,Cliente 1644,Conveniência,Recife,PE,2021-06-24,True
1645,CLI001645,Cliente 1645,Conveniência,Maracanaú,CE,2022-07-14,True
1646,CLI001646,Cliente 1646,Mercadinho,Caucaia,CE,2021-06-16,True
1647,CLI001647,Cliente 1647,Mercadinho,Fortaleza,CE,2025-11-11,True
1648,CLI001648,Cliente 1648,Conveniência,Caucaia,CE,2024-04-02,True
1649,CLI001649,Cliente 1649,Bar,Feira de Santana,BA,2023-12-20,True
1650,CLI001650,Cliente 1650,Conveniência,Feira de Santana,BA,2021-08-28,True
1651,CLI001651,Cliente 1651,Restaurante,Feira de Santana,BA,2024-06-01,True
1652,CLI001652,Cliente 1652,Mercadinho,Maracanaú,CE,2024-11-22,True
1653,CLI001653,Cliente 1653,Mercadinho,Recife,PE,2025-10-19,True
1654,CLI001654,Cliente 1654,Atacado,Maracanaú,CE,2022-07-16,True
1655,CLI001655,Cliente 1655,Restaurante,Feira de Santana,BA,2025-03-04,True
1656,CLI001656,Cliente 1656,Bar,Caucaia,CE,2021-07-18,True
1657,CLI001657,Cliente 1657,Mercadinho,São Luís,MA,2025-10-18,True
1658,CLI001658,Cliente 1658,Supermercado,Maracanaú,CE,2021-03-28,True
1659,CLI001659,Cliente 1659,Mercadinho,Caucaia,CE,2025-08-26,True
1660,CLI001660,Cliente 1660,Supermercado,Fortaleza,CE,2025-04-21,True
1661,CLI001661,Cliente 1661,Mercadinho,Olinda,PE,2021-02-17,True
1662,CLI001662,Cliente 1662,Bar,Caucaia,CE,2021-04-10,True
1663,CLI001663,Cliente 1663,Conveniência,Olinda,PE,2025-08-05,True
1664,CLI001664,Cliente 1664,Atacado,Salvador,BA,2023-10-18,True
1665,CLI001665,Cliente 1665,Conveniência,Maracanaú,CE,2021-04-02,True
1666,CLI001666,Cliente 1666,Supermercado,Olinda,PE,2022-10-18,True
1667,CLI001667,Cliente 1667,Restaurante,Salvador,BA,2022-12-20,True
1668,CLI001668,Cliente 1668,Restaurante,Olinda,PE,2024-11-06,True
1669,CLI001669,Cliente 1669,Restaurante,Maracanaú,CE,2024-12-05,True
1670,CLI001670,Cliente 1670,Conveniência,Maracanaú,CE,2023-11-23,True
1671,CLI001671,Cliente 1671,Atacado,Salvador,BA,2025-10-06,True
1672,CLI001672,Cliente 1672,Restaurante,Caucaia,CE,2024-07-01,True
1673,CLI001673,Cliente 1673,Mercadinho,Recife,PE,2023-02-18,True
1674,CLI001674,Cliente 1674,Mercadinho,Feira de Santana,BA,2023-11-03,True
1675,CLI001675,Cliente 1675,Restaurante,Salvador,BA,2022-04-09,False
1676,CLI001676,Cliente 1676,Supermercado,Feira de Santana,BA,2024-02-26,True
1677,CLI001677,Cliente 1677,Atacado,Caucaia,CE,2023-10-27,True
1678,CLI001678,Cliente 1678,Atacado,Maracanaú,CE,2023-12-19,True
1679,CLI001679,Cliente 1679,Atacado,Olinda,PE,2021-01-06,True
1680,CLI001680,Cliente 1680,Supermercado,Feira de Santana,BA,2023-12-22,True
1681,CLI001681,Cliente 1681,Bar,Feira de Santana,BA,2025-03-09,False
1682,CLI001682,Cliente 1682,Conveniência,Caucaia,CE,2022-03-13,True
1683,CLI001683,Cliente 1683,Mercadinho,Olinda,PE,2023-12-25,True
1684,CLI001684,Cliente 1684,Conveniência,Feira de Santana,BA,2024-03-15,True
1685,CLI001685,Cliente 1685,Atacado,São Luís,MA,2023-05-14,True
1686,CLI001686,Cliente 1686,Restaurante,Recife,PE,2021-05-14,True
1687,CLI001687,Cliente 1687,Conveniência,Maracanaú,CE,2021-02-24,True
1688,CLI001688,Cliente 1688,Supermercado,Maracanaú,CE,2025-01-03,True
1689,CLI001689,Cliente 1689,Mercadinho,São Luís,MA,2024-11-17,True
1690,CLI001690,Cliente 1690,Bar,Caucaia,CE,2024-09-22,True
1691,CLI001691,Cliente 1691,Bar,Maracanaú,CE,2021-10-07,True
1692,CLI001692,Cliente 1692,Conveniência,Fortaleza,CE,2024-12-18,True
1693,CLI001693,Cliente 1693,Conveniência,Recife,PE,2025-11-20,True
1694,CLI001694,Cliente 1694,Supermercado,São Luís,MA,2025-04-06,True
1695,CLI001695,Cliente 1695,Atacado,Caucaia,CE,2023-01-14,True
1696,CLI001696,Cliente 1696,Restaurante,Caucaia,CE,2021-06-22,True
1697,CLI001697,Cliente 1697,Restaurante,Maracanaú,CE,2023-08-10,True
1698,CLI001698,Cliente 1698,Conveniência,Fortaleza,CE,2025-07-07,True
1699,CLI001699,Cliente 1699,Bar,Fortaleza,CE,2025-08-02,True
1700,CLI001700,Cliente 1700,Restaurante,São Luís,MA,2023-06-04,False
1701,CLI001701,Cliente 1701,Bar,Caucaia,CE,2023-01-04,True
1702,CLI001702,Cliente 1702,Mercadinho,Recife,PE,2025-09-05,True
1703,CLI001703,Cliente 1703,Mercadinho,São Luís,MA,2022-11-09,True
1704,CLI001704,Cliente 1704,Restaurante,Feira de Santana,BA,2023-06-14,True
1705,CLI001705,Cliente 1705,Mercadinho,Olinda,PE,2024-11-27,True
1706,CLI001706,Cliente 1706,Restaurante,Caucaia,CE,2024-01-12,True
1707,CLI001707,Cliente 1707,Mercadinho,Recife,PE,2022-05-02,True
1708,CLI001708,Cliente 1708,Conveniência,Feira de Santana,BA,2023-01-06,True
1709,CLI001709,Cliente 1709,Conveniência,São Luís,MA,2023-02-14,True
1710,CLI001710,Cliente 1710,Conveniência,São Luís,MA,2022-06-25,True
1711,CLI001711,Cliente 1711,Atacado,Feira de Santana,BA,2024-03-04,True
1712,CLI001712,Cliente 1712,Supermercado,Fortaleza,CE,2022-06-17,False
1713,CLI001713,Cliente 1713,Mercadinho,Recife,PE,2023-07-20,True
1714,CLI001714,Cliente 1714,Bar,Feira de Santana,BA,2023-05-16,True
1715,CLI001715,Cliente 1715,Supermercado,Feira de Santana,BA,2025-03-24,True
1716,CLI001716,Cliente 1716,Restaurante,Recife,PE,2021-05-23,True
1717,CLI001717,Cliente 1717,Supermercado,Feira de Santana,BA,2024-12-26,True
1718,CLI001718,Cliente 1718,Supermercado,Caucaia,CE,2025-11-21,True
1719,CLI001719,Cliente 1719,Supermercado,Maracanaú,CE,2024-01-09,True
1720,CLI001720,Cliente 1720,Bar,Caucaia,CE,2021-10-07,True
1721,CLI001721,Cliente 1721,Bar,Fortaleza,CE,2024-09-10,True
1722,CLI001722,Cliente 1722,Supermercado,Recife,PE,2023-07-16,True
1723,CLI001723,Cliente 1723,Conveniência,Feira de Santana,BA,2021-05-04,True
1724,CLI001724,Cliente 1724,Restaurante,Olinda,PE,2024-04-11,True
1725,CLI001725,Cliente 1725,Mercadinho,Caucaia,CE,2021-01-22,True
1726,CLI001726,Cliente 1726,Restaurante,Recife,PE,2024-05-20,True
1727,CLI001727,Cliente 1727,Restaurante,Caucaia,CE,2024-06-11,True
1728,CLI001728,Cliente 1728,Conveniência,Maracanaú,CE,2021-11-18,True
1729,CLI001729,Cliente 1729,Restaurante,Caucaia,CE,2023-12-26,True
1730,CLI001730,Cliente 1730,Supermercado,Salvador,BA,2023-04-19,True
1731,CLI001731,Cliente 1731,Supermercado,Maracanaú,CE,2025-02-02,True
1732,CLI001732,Cliente 1732,Supermercado,Recife,PE,2024-02-03,True
1733,CLI001733,Cliente 1733,Restaurante,Salvador,BA,2024-04-18,True
1734,CLI001734,Cliente 1734,Supermercado,Fortaleza,CE,2022-07-18,True
1735,CLI001735,Cliente 1735,Restaurante,Salvador,BA,2024-11-23,True
1736,CLI001736,Cliente 1736,Mercadinho,Feira de Santana,BA,2024-07-17,True
1737,CLI001737,Cliente 1737,Supermercado,Fortaleza,CE,2025-05-23,True
1738,CLI001738,Cliente 1738,Mercadinho,Olinda,PE,2025-01-26,True
1739,CLI001739,Cliente 1739,Conveniência,Recife,PE,2024-08-22,True
1740,CLI001740,Cliente 1740,Supermercado,Maracanaú,CE,2024-09-13,True
1741,CLI001741,Cliente 1741,Bar,Feira de Santana,BA,2025-05-07,True
1742,CLI001742,Cliente 1742,Atacado,Caucaia,CE,2022-10-23,False
1743,CLI001743,Cliente 1743,Atacado,São Luís,MA,2025-05-10,True
1744,CLI001744,Cliente 1744,Conveniência,Olinda,PE,2023-09-04,True
1745,CLI001745,Cliente 1745,Atacado,Fortaleza,CE,2022-05-02,True
1746,CLI001746,Cliente 1746,Supermercado,Olinda,PE,2023-01-21,True
1747,CLI001747,Cliente 1747,Atacado,Recife,PE,2021-01-21,True
1748,CLI001748,Cliente 1748,Restaurante,Salvador,BA,2021-12-18,True
1749,CLI001749,Cliente 1749,Bar,Caucaia,CE,2025-05-11,True
1750,CLI001750,Cliente 1750,Restaurante,Fortaleza,CE,2022-12-09,True
1751,CLI001751,Cliente 1751,Atacado,Fortaleza,CE,2025-02-24,True
1752,CLI001752,Cliente 1752,Conveniência,Feira de Santana,BA,2023-11-21,True
1753,CLI001753,Cliente 1753,Bar,Recife,PE,2022-06-09,True
1754,CLI001754,Cliente 1754,Supermercado,Feira de Santana,BA,2024-04-24,True
1755,CLI001755,Cliente 1755,Supermercado,Salvador,BA,2024-02-16,True
1756,CLI001756,Cliente 1756,Supermercado,Caucaia,CE,2022-10-16,True
1757,CLI001757,Cliente 1757,Conveniência,Caucaia,CE,2023-01-10,True
1758,CLI001758,Cliente 1758,Bar,Caucaia,CE,2025-04-03,True
1759,CLI001759,Cliente 1759,Supermercado,Feira de Santana,BA,2024-11-13,True
1760,CLI001760,Cliente 1760,Conveniência,Caucaia,CE,2021-10-04,True
1761,CLI001761,Cliente 1761,Mercadinho,Fortaleza,CE,2021-11-02,True
1762,CLI001762,Cliente 1762,Restaurante,Maracanaú,CE,2022-11-20,False
1763,CLI001763,Cliente 1763,Mercadinho,Fortaleza,CE,2025-12-27,True
1764,CLI001764,Cliente 1764,Supermercado,Maracanaú,CE,2022-08-25,True
1765,CLI001765,Cliente 1765,Supermercado,São Luís,MA,2023-06-16,True
1766,CLI001766,Cliente 1766,Atacado,Fortaleza,CE,2023-11-18,True
1767,CLI001767,Cliente 1767,Mercadinho,Fortaleza,CE,2025-05-04,True
1768,CLI001768,Cliente 1768,Supermercado,Feira de Santana,BA,2021-04-01,True
1769,CLI001769,Cliente 1769,Supermercado,Feira de Santana,BA,2023-11-10,True
1770,CLI001770,Cliente 1770,Conveniência,Feira de Santana,BA,2021-08-06,True
1771,CLI001771,Cliente 1771,Mercadinho,Recife,PE,2023-06-03,True
1772,CLI001772,Cliente 1772,Restaurante,Maracanaú,CE,2021-01-20,True
1773,CLI001773,Cliente 1773,Atacado,Feira de Santana,BA,2023-10-06,True
1774,CLI001774,Cliente 1774,Conveniência,Caucaia,CE,2023-10-27,True
1775,CLI001775,Cliente 1775,Restaurante,Maracanaú,CE,2024-11-12,True
1776,CLI001776,Cliente 1776,Mercadinho,Maracanaú,CE,2022-11-05,True
1777,CLI001777,Cliente 1777,Bar,Feira de Santana,BA,2024-02-04,True
1778,CLI001778,Cliente 1778,Supermercado,Olinda,PE,2021-06-05,True
1779,CLI001779,Cliente 1779,Restaurante,Feira de Santana,BA,2023-08-14,True
1780,CLI001780,Cliente 1780,Atacado,Feira de Santana,BA,2023-03-26,True
1781,CLI001781,Cliente 1781,Bar,Recife,PE,2024-09-16,True
1782,CLI001782,Cliente 1782,Atacado,São Luís,MA,2025-04-13,True
1783,CLI001783,Cliente 1783,Atacado,Feira de Santana,BA,2025-12-26,True
1784,CLI001784,Cliente 1784,Supermercado,Maracanaú,CE,2023-01-07,True
1785,CLI001785,Cliente 1785,Restaurante,Fortaleza,CE,2025-08-05,True
1786,CLI001786,Cliente 1786,Restaurante,Fortaleza,CE,2023-03-10,True
1787,CLI001787,Cliente 1787,Supermercado,Feira de Santana,BA,2022-04-02,True
1788,CLI001788,Cliente 1788,Conveniência,Maracanaú,CE,2022-07-24,False
1789,CLI001789,Cliente 1789,Restaurante,Feira de Santana,BA,2021-12-04,True
1790,CLI001790,Cliente 1790,Bar,Maracanaú,CE,2025-03-01,True
1791,CLI001791,Cliente 1791,Mercadinho,Caucaia,CE,2022-02-01,True
1792,CLI001792,Cliente 1792,Supermercado,Feira de Santana,BA,2022-08-24,True
1793,CLI001793,Cliente 1793,Bar,Olinda,PE,2024-12-11,True
1794,CLI001794,Cliente 1794,Restaurante,Fortaleza,CE,2021-03-02,True
1795,CLI001795,Cliente 1795,Atacado,Fortaleza,CE,2022-09-06,False
1796,CLI001796,Cliente 1796,Conveniência,Feira de Santana,BA,2024-09-23,True
1797,CLI001797,Cliente 1797,Conveniência,Olinda,PE,2022-07-06,True
1798,CLI001798,Cliente 1798,Atacado,Maracanaú,CE,2024-03-24,True
1799,CLI001799,Cliente 1799,Supermercado,Fortaleza,CE,2024-03-27,True
1800,CLI001800,Cliente 1800,Conveniência,Maracanaú,CE,2024-08-11,True
1801,CLI001801,Cliente 1801,Bar,Feira de Santana,BA,2022-01-26,True
1802,CLI001802,Cliente 1802,Supermercado,Feira de Santana,BA,2023-02-04,True
1803,CLI001803,Cliente 1803,Mercadinho,Salvador,BA,2022-05-06,True
1804,CLI001804,Cliente 1804,Supermercado,Maracanaú,CE,2025-01-25,True
1805,CLI001805,Cliente 1805,Atacado,Recife,PE,2022-11-02,True
1806,CLI001806,Cliente 1806,Atacado,Maracanaú,CE,2025-01-19,True
1807,CLI001807,Cliente 1807,Mercadinho,São Luís,MA,2021-06-03,True
1808,CLI001808,Cliente 1808,Restaurante,Fortaleza,CE,2023-07-17,True
1809,CLI001809,Cliente 1809,Conveniência,Feira de Santana,BA,2023-03-23,True
1810,CLI001810,Cliente 1810,Bar,Salvador,BA,2025-02-17,True
1811,CLI001811,Cliente 1811,Mercadinho,Caucaia,CE,2025-07-16,True
1812,CLI001812,Cliente 1812,Restaurante,Fortaleza,CE,2022-03-22,True
1813,CLI001813,Cliente 1813,Conveniência,Maracanaú,CE,2022-04-26,True
1814,CLI001814,Cliente 1814,Conveniência,Caucaia,CE,2022-09-17,True
1815,CLI001815,Cliente 1815,Bar,Salvador,BA,2022-06-10,True
1816,CLI001816,Cliente 1816,Mercadinho,Feira de Santana,BA,2024-04-07,True
1817,CLI001817,Cliente 1817,Supermercado,Maracanaú,CE,2025-11-16,True
1818,CLI001818,Cliente 1818,Supermercado,Fortaleza,CE,2023-09-28,True
1819,CLI001819,Cliente 1819,Bar,Maracanaú,CE,2021-08-11,True
1820,CLI001820,Cliente 1820,Supermercado,Olinda,PE,2021-05-19,True
1821,CLI001821,Cliente 1821,Mercadinho,Maracanaú,CE,2022-12-25,True
1822,CLI001822,Cliente 1822,Restaurante,São Luís,MA,2024-11-05,True
1823,CLI001823,Cliente 1823,Mercadinho,São Luís,MA,2023-05-13,True
1824,CLI001824,Cliente 1824,Bar,Caucaia,CE,2023-09-28,True
1825,CLI001825,Cliente 1825,Restaurante,Salvador,BA,2021-11-14,True
1826,CLI001826,Cliente 1826,Conveniência,Olinda,PE,2021-10-21,True
1827,CLI001827,Cliente 1827,Conveniência,Recife,PE,2025-01-05,True
1828,CLI001828,Cliente 1828,Bar,Olinda,PE,2022-10-13,True
1829,CLI001829,Cliente 1829,Bar,Recife,PE,2024-11-03,True
1830,CLI001830,Cliente 1830,Conveniência,São Luís,MA,2025-08-04,True
1831,CLI001831,Cliente 1831,Bar,Maracanaú,CE,2024-04-13,True
1832,CLI001832,Cliente 1832,Restaurante,Salvador,BA,2025-08-07,True
1833,CLI001833,Cliente 1833,Mercadinho,São Luís,MA,2023-08-02,True
1834,CLI001834,Cliente 1834,Supermercado,São Luís,MA,2022-06-19,True
1835,CLI001835,Cliente 1835,Mercadinho,Feira de Santana,BA,2023-07-16,True
1836,CLI001836,Cliente 1836,Mercadinho,Recife,PE,2024-05-09,True
1837,CLI001837,Cliente 1837,Supermercado,Maracanaú,CE,2021-05-13,True
1838,CLI001838,Cliente 1838,Bar,São Luís,MA,2025-04-22,True
1839,CLI001839,Cliente 1839,Mercadinho,Caucaia,CE,2021-07-11,True
1840,CLI001840,Cliente 1840,Supermercado,Olinda,PE,2022-06-14,True
1841,CLI001841,Cliente 1841,Conveniência,Caucaia,CE,2024-06-23,True
1842,CLI001842,Cliente 1842,Atacado,Fortaleza,CE,2025-04-03,True
1843,CLI001843,Cliente 1843,Restaurante,Caucaia,CE,2023-01-05,True
1844,CLI001844,Cliente 1844,Bar,Caucaia,CE,2023-02-26,True
1845,CLI001845,Cliente 1845,Restaurante,Feira de Santana,BA,2025-12-01,True
1846,CLI001846,Cliente 1846,Conveniência,Caucaia,CE,2024-11-19,True
1847,CLI001847,Cliente 1847,Conveniência,Recife,PE,2022-07-23,True
1848,CLI001848,Cliente 1848,Atacado,Caucaia,CE,2024-04-12,True
1849,CLI001849,Cliente 1849,Conveniência,Recife,PE,2025-01-12,True
1850,CLI001850,Cliente 1850,Restaurante,Fortaleza,CE,2023-09-27,True
1851,CLI001851,Cliente 1851,Conveniência,São Luís,MA,2024-07-14,True
1852,CLI001852,Cliente 1852,Atacado,Feira de Santana,BA,2023-02-06,True
1853,CLI001853,Cliente 1853,Supermercado,Salvador,BA,2025-10-06,True
1854,CLI001854,Cliente 1854,Restaurante,Feira de Santana,BA,2024-11-10,True
1855,CLI001855,Cliente 1855,Mercadinho,Maracanaú,CE,2021-02-21,False
1856,CLI001856,Cliente 1856,Mercadinho,Feira de Santana,BA,2024-12-25,True
1857,CLI001857,Cliente 1857,Conveniência,Maracanaú,CE,2024-09-19,True
1858,CLI001858,Cliente 1858,Bar,Olinda,PE,2022-04-25,True
1859,CLI001859,Cliente 1859,Mercadinho,Feira de Santana,BA,2022-08-04,True
1860,CLI001860,Cliente 1860,Bar,São Luís,MA,2024-01-12,True
1861,CLI001861,Cliente 1861,Restaurante,Olinda,PE,2023-05-27,True
1862,CLI001862,Cliente 1862,Conveniência,Feira de Santana,BA,2022-01-14,True
1863,CLI001863,Cliente 1863,Supermercado,Fortaleza,CE,2023-09-27,True
1864,CLI001864,Cliente 1864,Restaurante,Salvador,BA,2022-10-14,True
1865,CLI001865,Cliente 1865,Supermercado,Feira de Santana,BA,2025-11-13,True
1866,CLI001866,Cliente 1866,Supermercado,Feira de Santana,BA,2024-12-06,True
1867,CLI001867,Cliente 1867,Atacado,Salvador,BA,2022-07-08,True
1868,CLI001868,Cliente 1868,Atacado,Caucaia,CE,2021-11-19,True
1869,CLI001869,Cliente 1869,Atacado,Olinda,PE,2022-06-07,True
1870,CLI001870,Cliente 1870,Bar,Fortaleza,CE,2021-11-25,True
1871,CLI001871,Cliente 1871,Atacado,Fortaleza,CE,2025-02-19,True
1872,CLI001872,Cliente 1872,Bar,Caucaia,CE,2023-03-08,True
1873,CLI001873,Cliente 1873,Restaurante,Recife,PE,2022-09-27,True
1874,CLI001874,Cliente 1874,Restaurante,Feira de Santana,BA,2021-05-03,True
1875,CLI001875,Cliente 1875,Conveniência,Fortaleza,CE,2025-02-04,True
1876,CLI001876,Cliente 1876,Mercadinho,Maracanaú,CE,2022-05-09,True
1877,CLI001877,Cliente 1877,Mercadinho,Maracanaú,CE,2024-06-27,True
1878,CLI001878,Cliente 1878,Bar,Maracanaú,CE,2021-07-03,True
1879,CLI001879,Cliente 1879,Supermercado,Maracanaú,CE,2024-07-11,True
1880,CLI001880,Cliente 1880,Supermercado,São Luís,MA,2022-05-01,True
1881,CLI001881,Cliente 1881,Mercadinho,Fortaleza,CE,2023-06-16,True
1882,CLI001882,Cliente 1882,Supermercado,Fortaleza,CE,2025-12-09,True
1883,CLI001883,Cliente 1883,Atacado,Recife,PE,2021-09-01,True
1884,CLI001884,Cliente 1884,Supermercado,Caucaia,CE,2023-02-07,False
1885,CLI001885,Cliente 1885,Supermercado,Caucaia,CE,2021-12-23,True
