venda_id,data_venda,cliente_id,produto_id,vendedor_id,quantidade,desconto_pct,preco_unitario,valor_bruto,valor_liquido,cd_id
11769,2026-05-18,1725,63,35,18,0.1,4.72,84.96,76.46,5
11770,2026-02-28,48,80,27,33,0.1,3.52,116.16,104.54,3
11771,2026-05-03,588,21,21,25,0.1,13.18,329.5,296.55,3
11772,2026-05-11,1501,68,37,19,0.08,10.13,192.47,177.07,5
11773,2026-05-23,804,4,56,16,0.0,5.58,89.28,89.28,1
11774,2026-06-25,800,27,9,19,0.05,7.64,145.16,137.9,2
11775,2026-07-14,1039,1,14,14,0.02,3.6,50.4,49.39,4
11776,2026-06-20,2060,32,4,35,0.08,5.34,186.9,171.95,3
11777,2026-06-25,1098,49,12,8,0.1,3.37,26.96,24.26,5
11778,2026-07-11,2380,78,2,33,0.02,2.4,79.2,77.62,4
11779,2026-02-23,478,68,13,4,0.0,10.13,40.52,40.52,4
11780,2026-03-06,308,75,29,20,0.08,5.8,116.0,106.72,3
11781,2026-04-28,500,53,50,25,0.0,9.13,228.25,228.25,4
11782,2026-04-13,2753,32,33,46,0.02,5.34,245.64,240.73,1
11783,2026-06-04,833,73,14,33,0.05,8.39,276.87,263.03,4
11784,2026-01-03,90,5,6,17,0.1,4.73,80.41,72.37,5
11785,2026-01-31,946,66,54,19,0.08,3.13,59.47,54.71,3
11786,2026-06-14,2066,80,11,36,0.05,3.52,126.72,120.38,3
11787,2026-06-30,1086,2,47,43,0.02,9.61,413.23,404.97,3
11788,2026-03-08,1154,53,16,39,0.0,9.13,356.07,356.07,4
11789,2026-03-10,260,71,38,45,0.08,5.85,263.25,242.19,5
11790,2026-05-04,2003,56,54,11,0.0,6.11,67.21,67.21,3
11791,2026-04-15,662,79,55,25,0.0,11.94,298.5,298.5,3
11792,2026-02-07,293,22,6,24,0.05,12.74,305.76,290.47,5
11793,2026-04-21,2145,52,31,21,0.1,10.54,221.34,199.21,3
11794,2026-06-30,2812,66,30,2,0.02,3.13,6.26,6.13,3
11795,2026-06-10,1832,6,53,11,0.0,8.96,98.56,98.56,2
11796,2026-06-29,2813,45,48,17,0.0,10.01,170.17,170.17,5
11797,2026-05-22,1207,77,9,21,0.08,8.09,169.89,156.3,2
11798,2026-07-13,1559,38,53,14,0.05,8.53,119.42,113.45,2
11799,2026-02-24,1072,66,22,18,0.0,3.13,56.34,56.34,2
11800,2026-01-11,1529,60,42,38,0.05,13.12,498.56,473.63,4
11801,2026-01-26,2679,22,11,17,0.0,12.74,216.58,216.58,3
11802,2026-08-07,1905,30,16,11,0.0,7.33,80.63,80.63,4
11803,2026-05-21,81,40,5,23,0.05,8.23,189.29,179.83,3
11804,2026-02-24,1741,35,8,2,0.0,12.35,24.7,24.7,4
11805,2026-07-07,1132,48,56,12,0.0,7.79,93.48,93.48,1
11806,2026-03-10,1631,53,10,2,0.08,9.13,18.26,16.8,1
11807,2026-05-12,1674,34,38,4,0.0,12.11,48.44,48.44,5
11808,2026-02-24,1768,52,47,38,0.0,10.54,400.52,400.52,3
11809,2026-01-21,2599,53,5,2,0.0,9.13,18.26,18.26,3
11810,2026-02-28,2576,78,18,8,0.08,2.4,19.2,17.66,1
11811,2026-02-20,2915,66,29,9,0.02,3.13,28.17,27.61,3
11812,2026-05-02,1834,46,21,32,0.02,4.08,130.56,127.95,3
11813,2026-01-05,856,15,53,17,0.08,6.73,114.41,105.26,2
11814,2026-02-22,588,26,11,10,0.0,2.42,24.2,24.2,3
11815,2026-05-05,2548,27,44,36,0.0,7.64,275.04,275.04,2
11816,2026-03-28,2742,23,27,11,0.1,9.9,108.9,98.01,3
11817,2026-05-20,112,76,24,46,0.05,4.97,228.62,217.19,5
11818,2026-05-25,648,43,21,40,0.05,12.22,488.8,464.36,3
11819,2026-08-01,2039,80,41,44,0.0,3.52,154.88,154.88,1
11820,2026-07-03,496,10,22,34,0.1,11.95,406.3,365.67,2
11821,2026-02-20,151,58,38,14,0.0,6.97,97.58,97.58,5
11822,2026-06-02,2992,48,3,33,0.1,7.79,257.07,231.36,4
11823,2026-05-18,289,62,17,38,0.05,7.28,276.64,262.81,3
11824,2026-05-11,641,32,28,46,0.02,5.34,245.64,240.73,5
11825,2026-06-25,2967,42,14,3,0.08,10.25,30.75,28.29,4
11826,2026-02-02,301,29,7,43,0.0,9.08,390.44,390.44,1
11827,2026-03-24,2400,56,14,40,0.08,6.11,244.4,224.85,4
11828,2026-06-29,1687,16,33,42,0.1,9.42,395.64,356.08,1
11829,2026-07-16,1620,53,58,10,0.0,9.13,91.3,91.3,1
11830,2026-01-09,2482,40,41,7,0.0,8.23,57.61,57.61,1
11831,2026-04-14,65,64,55,33,0.0,7.94,262.02,262.02,3
11832,2026-02-28,183,4,33,9,0.02,5.58,50.22,49.22,1
11833,2026-02-06,587,15,2,10,0.05,6.73,67.3,63.93,4
11834,2026-01-13,1471,49,9,49,0.05,3.37,165.13,156.87,2
11835,2026-04-29,2887,30,46,45,0.0,7.33,329.85,329.85,5
11836,2026-05-27,206,23,37,29,0.08,9.9,287.1,264.13,5
11837,2026-04-27,1261,75,51,32,0.0,5.8,185.6,185.6,4
11838,2026-03-23,1287,73,25,27,0.05,8.39,226.53,215.2,4
11839,2026-06-19,590,8,56,37,0.02,9.49,351.13,344.11,1
11840,2026-05-24,1032,43,22,25,0.0,12.22,305.5,305.5,2
11841,2026-07-19,603,54,51,30,0.1,3.71,111.3,100.17,4
11842,2026-03-18,412,63,9,37,0.05,4.72,174.64,165.91,2
11843,2026-02-22,1564,17,28,39,0.02,6.96,271.44,266.01,5
11844,2026-04-11,2794,69,60,30,0.05,6.21,186.3,176.98,4
11845,2026-04-22,1213,53,48,37,0.0,9.13,337.81,337.81,5
11846,2026-04-11,1905,71,24,8,0.0,5.85,46.8,46.8,5
11847,2026-07-03,2011,55,54,3,0.0,6.26,18.78,18.78,3
11848,2026-01-11,2530,70,28,6,0.0,10.18,61.08,61.08,5
11849,2026-04-27,2475,3,57,37,0.05,6.04,223.48,212.31,3
11850,2026-04-05,2718,19,6,15,0.02,3.17,47.55,46.6,5
11851,2026-02-16,2444,43,50,39,0.1,12.22,476.58,428.92,4
11852,2026-05-22,2791,25,41,43,0.05,12.55,539.65,512.67,1
11853,2026-06-26,2899,16,11,35,0.05,9.42,329.7,313.21,3
11854,2026-05-01,2245,57,17,20,0.05,4.61,92.2,87.59,3
11855,2026-01-19,1480,80,50,6,0.0,3.52,21.12,21.12,4
11856,2026-01-17,921,44,45,43,0.02,9.44,405.92,397.8,1
11857,2026-04-03,1715,49,12,17,0.1,3.37,57.29,51.56,5
11858,2026-05-27,2487,49,5,29,0.1,3.37,97.73,87.96,3
11859,2026-03-10,2261,34,20,36,0.0,12.11,435.96,435.96,3
11860,2026-03-09,1561,55,18,46,0.05,6.26,287.96,273.56,1
11861,2026-07-09,229,65,38,26,0.0,7.95,206.7,206.7,5
11862,2026-01-04,815,10,45,44,0.0,11.95,525.8,525.8,1
11863,2026-01-18,1732,23,17,36,0.0,9.9,356.4,356.4,3
11864,2026-02-04,1158,14,24,19,0.08,4.75,90.25,83.03,5
11865,2026-08-05,1369,64,12,18,0.0,7.94,142.92,142.92,5
11866,2026-04-20,904,52,3,28,0.0,10.54,295.12,295.12,4
11867,2026-02-04,229,54,55,36,0.08,3.71,133.56,122.88,3
11868,2026-03-10,1399,51,48,35,0.0,9.95,348.25,348.25,5
11869,2026-08-02,1335,43,48,37,0.0,12.22,452.14,452.14,5
11870,2026-06-02,2345,66,58,3,0.05,3.13,9.39,8.92,1
11871,2026-02-19,337,13,3,21,0.02,10.13,212.73,208.48,4
11872,2026-02-22,1455,56,23,8,0.02,6.11,48.88,47.9,1
11873,2026-01-17,2562,67,45,2,0.02,8.43,16.86,16.52,1
11874,2026-06-20,804,17,38,36,0.1,6.96,250.56,225.5,5
11875,2026-01-31,949,57,48,49,0.1,4.61,225.89,203.3,5
11876,2026-03-05,263,6,23,45,0.05,8.96,403.2,383.04,1
11877,2026-03-18,1724,14,6,43,0.05,4.75,204.25,194.04,5
11878,2026-05-17,2568,32,34,15,0.02,5.34,80.1,78.5,3
11879,2026-05-14,1445,80,45,8,0.0,3.52,28.16,28.16,1
11880,2026-06-25,1253,30,45,20,0.0,7.33,146.6,146.6,1
11881,2026-03-07,2248,35,11,22,0.05,12.35,271.7,258.11,3
11882,2026-03-26,1326,62,38,43,0.1,7.28,313.04,281.74,5
11883,2026-03-27,1196,64,38,16,0.05,7.94,127.04,120.69,5
11884,2026-01-11,2292,54,19,14,0.0,3.71,51.94,51.94,5
11885,2026-06-12,853,3,16,49,0.05,6.04,295.96,281.16,4
11886,2026-04-28,2550,70,12,46,0.0,10.18,468.28,468.28,5
11887,2026-04-15,805,21,7,36,0.1,13.18,474.48,427.03,1
11888,2026-08-07,1534,41,33,7,0.02,7.66,53.62,52.55,1
11889,2026-02-09,751,59,19,28,0.02,3.49,97.72,95.77,5
11890,2026-08-02,1898,24,40,13,0.1,10.19,132.47,119.22,4
11891,2026-05-30,1303,55,36,8,0.0,6.26,50.08,50.08,1
11892,2026-02-18,718,41,35,2,0.0,7.66,15.32,15.32,5
11893,2026-05-30,2232,13,58,16,0.0,10.13,162.08,162.08,1
11894,2026-06-16,2806,18,8,5,0.05,9.0,45.0,42.75,4
11895,2026-03-21,85,62,3,5,0.05,7.28,36.4,34.58,4
11896,2026-03-17,1704,5,22,13,0.05,4.73,61.49,58.42,2
11897,2026-07-03,2156,31,2,24,0.1,4.2,100.8,90.72,4
11898,2026-02-05,2159,40,45,33,0.0,8.23,271.59,271.59,1
11899,2026-01-03,662,31,23,43,0.0,4.2,180.6,180.6,1
11900,2026-05-27,343,34,9,10,0.0,12.11,121.1,121.1,2
11901,2026-07-19,1541,78,5,39,0.0,2.4,93.6,93.6,3
11902,2026-04-21,1911,3,54,47,0.0,6.04,283.88,283.88,3
11903,2026-01-30,869,79,23,38,0.0,11.94,453.72,453.72,1
11904,2026-04-29,1107,58,28,18,0.0,6.97,125.46,125.46,5
11905,2026-02-25,1597,74,11,16,0.1,5.29,84.64,76.18,3
11906,2026-07-02,1351,52,48,26,0.0,10.54,274.04,274.04,5
11907,2026-05-15,1451,76,45,41,0.0,4.97,203.77,203.77,1
11908,2026-03-16,2047,6,21,33,0.0,8.96,295.68,295.68,3
11909,2026-05-18,2953,58,52,23,0.05,6.97,160.31,152.29,1
11910,2026-05-27,2389,57,22,7,0.05,4.61,32.27,30.66,2
11911,2026-05-30,25,75,55,33,0.1,5.8,191.4,172.26,3
11912,2026-03-22,1049,7,59,34,0.0,2.81,95.54,95.54,4
11913,2026-05-06,30,41,28,25,0.08,7.66,191.5,176.18,5
11914,2026-01-10,2620,42,35,6,0.0,10.25,61.5,61.5,5
11915,2026-03-30,1934,8,51,22,0.08,9.49,208.78,192.08,4
11916,2026-03-25,657,50,7,41,0.05,7.46,305.86,290.57,1
11917,2026-04-28,2518,39,29,47,0.02,4.8,225.6,221.09,3
11918,2026-07-29,1689,40,58,24,0.0,8.23,197.52,197.52,1
11919,2026-07-29,155,55,13,42,0.0,6.26,262.92,262.92,4
11920,2026-04-17,454,60,23,5,0.0,13.12,65.6,65.6,1
11921,2026-05-23,2429,53,52,4,0.0,9.13,36.52,36.52,1
11922,2026-01-24,868,31,43,35,0.02,4.2,147.0,144.06,4
11923,2026-04-17,1574,78,30,48,0.08,2.4,115.2,105.98,3
11924,2026-06-01,2687,18,8,4,0.05,9.0,36.0,34.2,4
11925,2026-05-31,868,28,11,8,0.08,7.94,63.52,58.44,3
11926,2026-07-31,35,39,52,48,0.02,4.8,230.4,225.79,1
11927,2026-04-13,252,26,31,47,0.0,2.42,113.74,113.74,3
11928,2026-07-19,2747,28,58,23,0.0,7.94,182.62,182.62,1
11929,2026-08-04,1800,75,7,3,0.0,5.8,17.4,17.4,1
11930,2026-05-06,986,13,23,19,0.08,10.13,192.47,177.07,1
11931,2026-01-21,236,41,6,33,0.05,7.66,252.78,240.14,5
11932,2026-03-24,2088,38,9,16,0.08,8.53,136.48,125.56,2
11933,2026-06-18,119,7,1,17,0.0,2.81,47.77,47.77,1
11934,2026-05-08,276,17,34,23,0.0,6.96,160.08,160.08,3
11935,2026-07-25,1782,22,15,23,0.08,12.74,293.02,269.58,4
11936,2026-06-29,1924,38,10,39,0.08,8.53,332.67,306.06,1
11937,2026-01-14,1710,34,53,25,0.0,12.11,302.75,302.75,2
11938,2026-07-09,2729,48,27,26,0.05,7.79,202.54,192.41,3
11939,2026-03-20,808,31,33,20,0.0,4.2,84.0,84.0,1
11940,2026-06-30,1666,63,38,32,0.0,4.72,151.04,151.04,5
11941,2026-04-22,919,30,27,35,0.0,7.33,256.55,256.55,3
11942,2026-04-11,1087,69,9,3,0.0,6.21,18.63,18.63,2
11943,2026-01-16,452,80,30,3,0.02,3.52,10.56,10.35,3
11944,2026-01-27,2381,54,57,42,0.0,3.71,155.82,155.82,3
11945,2026-05-11,2112,9,42,3,0.02,8.06,24.18,23.7,4
11946,2026-05-06,2139,72,43,26,0.0,5.41,140.66,140.66,4
11947,2026-05-03,427,66,35,41,0.0,3.13,128.33,128.33,5
11948,2026-02-04,354,45,22,26,0.0,10.01,260.26,260.26,2
11949,2026-04-23,2347,28,29,5,0.0,7.94,39.7,39.7,3
11950,2026-01-14,1998,57,25,13,0.0,4.61,59.93,59.93,4
11951,2026-02-01,90,50,35,8,0.02,7.46,59.68,58.49,5
11952,2026-04-20,1994,62,51,4,0.0,7.28,29.12,29.12,4
11953,2026-05-16,2941,52,1,18,0.1,10.54,189.72,170.75,1
11954,2026-05-25,2256,66,29,17,0.08,3.13,53.21,48.95,3
11955,2026-08-05,834,78,16,33,0.0,2.4,79.2,79.2,4
11956,2026-07-07,949,61,60,41,0.02,7.6,311.6,305.37,4
11957,2026-03-25,2257,26,9,29,0.0,2.42,70.18,70.18,2
11958,2026-06-22,1204,73,4,27,0.02,8.39,226.53,222.0,3
11959,2026-01-22,2211,67,43,40,0.02,8.43,337.2,330.46,4
11960,2026-07-08,2881,38,17,13,0.0,8.53,110.89,110.89,3
11961,2026-03-27,1217,5,14,24,0.0,4.73,113.52,113.52,4
11962,2026-06-17,1721,77,32,30,0.05,8.09,242.7,230.56,2
11963,2026-08-02,1470,44,56,40,0.05,9.44,377.6,358.72,1
11964,2026-06-04,1526,33,9,18,0.0,12.02,216.36,216.36,2
11965,2026-07-22,228,49,33,25,0.08,3.37,84.25,77.51,1
11966,2026-01-03,2961,6,22,11,0.0,8.96,98.56,98.56,2
11967,2026-02-07,1623,67,12,16,0.0,8.43,134.88,134.88,5
11968,2026-05-18,689,15,32,37,0.1,6.73,249.01,224.11,2
11969,2026-04-29,1722,21,58,42,0.05,13.18,553.56,525.88,1
11970,2026-01-27,1194,45,16,9,0.02,10.01,90.09,88.29,4
11971,2026-06-08,2466,54,14,49,0.05,3.71,181.79,172.7,4
11972,2026-01-13,2280,2,10,29,0.02,9.61,278.69,273.12,1
11973,2026-08-06,1147,47,38,49,0.0,3.07,150.43,150.43,5
11974,2026-02-04,2140,13,17,36,0.0,10.13,364.68,364.68,3
11975,2026-04-09,100,77,36,7,0.08,8.09,56.63,52.1,1
11976,2026-07-01,2901,30,5,4,0.1,7.33,29.32,26.39,3
11977,2026-04-24,1533,40,43,45,0.1,8.23,370.35,333.32,4
11978,2026-06-13,1963,50,12,35,0.0,7.46,261.1,261.1,5
11979,2026-06-04,1936,13,6,43,0.0,10.13,435.59,435.59,5
11980,2026-07-28,940,14,4,1,0.05,4.75,4.75,4.51,3
11981,2026-04-13,2070,77,48,8,0.0,8.09,64.72,64.72,5
11982,2026-08-04,1193,46,58,40,0.05,4.08,163.2,155.04,1
11983,2026-04-24,2042,19,26,42,0.02,3.17,133.14,130.48,4
11984,2026-07-16,270,54,10,14,0.1,3.71,51.94,46.75,1
11985,2026-06-11,439,72,50,49,0.1,5.41,265.09,238.58,4
11986,2026-01-30,2772,62,1,8,0.1,7.28,58.24,52.42,1
11987,2026-05-22,2208,33,20,15,0.08,12.02,180.3,165.88,3
11988,2026-07-13,387,53,58,7,0.0,9.13,63.91,63.91,1
11989,2026-01-29,642,72,24,28,0.08,5.41,151.48,139.36,5
11990,2026-07-04,1638,21,46,22,0.0,13.18,289.96,289.96,5
11991,2026-01-24,18,64,22,30,0.08,7.94,238.2,219.14,2
11992,2026-07-11,1205,80,17,15,0.1,3.52,52.8,47.52,3
11993,2026-06-23,980,28,20,26,0.08,7.94,206.44,189.92,3
11994,2026-02-03,403,72,53,23,0.0,5.41,124.43,124.43,2
11995,2026-06-09,900,2,27,14,0.08,9.61,134.54,123.78,3
11996,2026-01-26,879,30,53,42,0.08,7.33,307.86,283.23,2
11997,2026-05-05,202,23,60,43,0.0,9.9,425.7,425.7,4
11998,2026-07-23,1901,3,45,6,0.0,6.04,36.24,36.24,1
11999,2026-02-15,818,49,18,15,0.0,3.37,50.55,50.55,1
12000,2026-02-08,94,43,36,13,0.0,12.22,158.86,158.86,1
12001,2026-04-04,67,31,23,14,0.1,4.2,58.8,52.92,1
12002,2026-03-23,2898,70,36,6,0.0,10.18,61.08,61.08,1
12003,2026-01-11,355,20,43,20,0.05,10.02,200.4,190.38,4
12004,2026-04-11,2728,66,59,32,0.1,3.13,100.16,90.14,4
12005,2026-02-27,500,51,47,19,0.08,9.95,189.05,173.93,3
12006,2026-01-28,254,72,28,31,0.0,5.41,167.71,167.71,5
12007,2026-03-02,1637,1,53,4,0.1,3.6,14.4,12.96,2
12008,2026-01-05,2606,78,49,42,0.02,2.4,100.8,98.78,4
12009,2026-07-21,215,1,18,26,0.1,3.6,93.6,84.24,1
12010,2026-08-07,986,58,7,36,0.08,6.97,250.92,230.85,1
12011,2026-03-22,2259,61,26,24,0.08,7.6,182.4,167.81,4
12012,2026-07-12,203,13,43,35,0.0,10.13,354.55,354.55,4
12013,2026-04-12,509,3,15,28,0.0,6.04,169.12,169.12,4
12014,2026-07-20,919,3,60,8,0.0,6.04,48.32,48.32,4
12015,2026-02-08,2420,11,59,12,0.02,5.57,66.84,65.5,4
12016,2026-03-04,2427,13,1,41,0.0,10.13,415.33,415.33,1
12017,2026-06-12,2129,78,24,17,0.0,2.4,40.8,40.8,5
12018,2026-02-18,1998,17,16,1,0.0,6.96,6.96,6.96,4
12019,2026-07-01,79,65,53,26,0.08,7.95,206.7,190.16,2
12020,2026-04-04,716,5,48,36,0.1,4.73,170.28,153.25,5
12021,2026-03-30,2766,53,41,42,0.08,9.13,383.46,352.78,1
12022,2026-04-10,2158,37,45,40,0.0,7.86,314.4,314.4,1
12023,2026-06-25,724,44,48,47,0.02,9.44,443.68,434.81,5
12024,2026-01-02,2124,63,45,12,0.0,4.72,56.64,56.64,1
12025,2026-06-15,2173,17,41,36,0.02,6.96,250.56,245.55,1
12026,2026-06-21,2229,1,59,16,0.0,3.6,57.6,57.6,4
12027,2026-06-30,2941,18,33,43,0.0,9.0,387.0,387.0,1
12028,2026-08-08,1622,65,6,12,0.05,7.95,95.4,90.63,5
12029,2026-06-22,180,48,26,36,0.0,7.79,280.44,280.44,4
12030,2026-04-27,2457,75,41,41,0.05,5.8,237.8,225.91,1
12031,2026-04-13,45,67,53,30,0.08,8.43,252.9,232.67,2
12032,2026-03-27,1925,13,39,21,0.0,10.13,212.73,212.73,2
12033,2026-07-01,2390,5,17,23,0.1,4.73,108.79,97.91,3
12034,2026-03-28,377,2,13,18,0.0,9.61,172.98,172.98,4
12035,2026-05-06,2393,16,51,6,0.08,9.42,56.52,52.0,4
12036,2026-01-22,2431,39,13,25,0.08,4.8,120.0,110.4,4
12037,2026-03-11,1962,2,2,30,0.1,9.61,288.3,259.47,4
12038,2026-02-28,972,70,40,36,0.1,10.18,366.48,329.83,4
12039,2026-04-06,606,39,32,3,0.0,4.8,14.4,14.4,2
12040,2026-04-21,2116,59,40,33,0.02,3.49,115.17,112.87,4
12041,2026-06-07,471,70,28,15,0.1,10.18,152.7,137.43,5
12042,2026-04-06,2026,3,37,35,0.0,6.04,211.4,211.4,5
12043,2026-02-03,509,35,22,25,0.05,12.35,308.75,293.31,2
12044,2026-04-30,1008,54,28,47,0.1,3.71,174.37,156.93,5
12045,2026-01-13,1520,80,11,6,0.02,3.52,21.12,20.7,3
12046,2026-07-06,486,66,42,13,0.02,3.13,40.69,39.88,4
12047,2026-06-19,2384,18,36,36,0.0,9.0,324.0,324.0,1
12048,2026-02-19,2085,22,20,11,0.08,12.74,140.14,128.93,3
12049,2026-02-27,49,64,35,13,0.0,7.94,103.22,103.22,5
12050,2026-01-07,2548,53,15,32,0.0,9.13,292.16,292.16,4
12051,2026-03-22,2151,20,45,26,0.0,10.02,260.52,260.52,1
12052,2026-01-09,2515,40,36,8,0.1,8.23,65.84,59.26,1
12053,2026-07-25,1806,75,40,16,0.08,5.8,92.8,85.38,4
12054,2026-01-30,1880,17,38,32,0.0,6.96,222.72,222.72,5
12055,2026-05-26,1151,27,51,4,0.05,7.64,30.56,29.03,4
12056,2026-05-06,683,73,49,47,0.05,8.39,394.33,374.61,4
12057,2026-02-22,707,54,17,20,0.0,3.71,74.2,74.2,3
12058,2026-06-27,949,18,25,23,0.0,9.0,207.0,207.0,4
12059,2026-01-24,873,23,33,33,0.0,9.9,326.7,326.7,1
12060,2026-07-15,2264,68,46,11,0.0,10.13,111.43,111.43,5
12061,2026-06-12,1574,23,3,28,0.05,9.9,277.2,263.34,4
12062,2026-05-20,1233,57,56,49,0.0,4.61,225.89,225.89,1
12063,2026-07-13,2176,40,19,47,0.0,8.23,386.81,386.81,5
12064,2026-03-30,2198,18,26,19,0.08,9.0,171.0,157.32,4
12065,2026-03-03,2805,30,16,49,0.0,7.33,359.17,359.17,4
12066,2026-02-03,929,57,33,6,0.02,4.61,27.66,27.11,1
12067,2026-07-23,730,65,17,45,0.08,7.95,357.75,329.13,3
12068,2026-03-30,19,3,55,21,0.0,6.04,126.84,126.84,3
12069,2026-07-02,480,73,20,16,0.02,8.39,134.24,131.56,3
12070,2026-03-15,1811,19,19,5,0.0,3.17,15.85,15.85,5
12071,2026-07-30,2428,52,2,31,0.02,10.54,326.74,320.21,4
12072,2026-07-11,1803,23,44,5,0.0,9.9,49.5,49.5,2
12073,2026-03-09,2976,22,55,36,0.0,12.74,458.64,458.64,3
12074,2026-04-18,1883,72,35,3,0.0,5.41,16.23,16.23,5
12075,2026-06-24,2648,57,55,26,0.05,4.61,119.86,113.87,3
12076,2026-02-19,805,74,25,23,0.0,5.29,121.67,121.67,4
12077,2026-01-06,972,2,42,49,0.0,9.61,470.89,470.89,4
12078,2026-03-05,2434,22,52,23,0.05,12.74,293.02,278.37,1
12079,2026-05-10,1983,4,45,16,0.05,5.58,89.28,84.82,1
12080,2026-01-31,1463,38,10,36,0.0,8.53,307.08,307.08,1
12081,2026-03-15,2868,37,59,43,0.0,7.86,337.98,337.98,4
12082,2026-07-22,2288,79,3,27,0.08,11.94,322.38,296.59,4
12083,2026-01-17,887,19,8,38,0.1,3.17,120.46,108.41,4
12084,2026-01-12,1834,54,13,43,0.05,3.71,159.53,151.55,4
12085,2026-04-04,1189,80,44,23,0.0,3.52,80.96,80.96,2
12086,2026-01-03,1249,6,53,43,0.02,8.96,385.28,377.57,2
12087,2026-01-07,2416,36,33,40,0.1,3.74,149.6,134.64,1
12088,2026-02-10,2039,32,21,9,0.0,5.34,48.06,48.06,3
12089,2026-01-23,37,3,28,22,0.0,6.04,132.88,132.88,5
12090,2026-06-28,1725,34,42,3,0.08,12.11,36.33,33.42,4
12091,2026-01-27,1942,21,14,38,0.05,13.18,500.84,475.8,4
12092,2026-04-26,1533,25,14,35,0.1,12.55,439.25,395.32,4
12093,2026-06-05,900,18,18,2,0.02,9.0,18.0,17.64,1
12094,2026-05-18,1946,42,30,1,0.05,10.25,10.25,9.74,3
12095,2026-05-24,2844,32,45,30,0.02,5.34,160.2,157.0,1
12096,2026-03-20,258,59,32,20,0.08,3.49,69.8,64.22,2
12097,2026-07-15,1809,29,6,3,0.05,9.08,27.24,25.88,5
12098,2026-01-16,2731,56,15,3,0.0,6.11,18.33,18.33,4
12099,2026-01-24,1202,43,3,43,0.08,12.22,525.46,483.42,4
12100,2026-07-08,1006,29,24,23,0.0,9.08,208.84,208.84,5
12101,2026-01-16,743,66,31,38,0.02,3.13,118.94,116.56,3
12102,2026-02-12,675,59,16,23,0.0,3.49,80.27,80.27,4
12103,2026-02-08,1174,43,3,46,0.0,12.22,562.12,562.12,4
12104,2026-01-08,2316,43,7,42,0.0,12.22,513.24,513.24,1
12105,2026-01-26,546,62,42,45,0.1,7.28,327.6,294.84,4
12106,2026-05-06,694,62,26,32,0.02,7.28,232.96,228.3,4
12107,2026-05-26,2997,57,59,1,0.0,4.61,4.61,4.61,4
12108,2026-01-19,2988,10,34,20,0.0,11.95,239.0,239.0,3
12109,2026-07-27,681,19,19,5,0.05,3.17,15.85,15.06,5
12110,2026-01-22,1262,33,6,25,0.05,12.02,300.5,285.47,5
12111,2026-06-01,1211,47,45,24,0.05,3.07,73.68,70.0,1
12112,2026-06-26,890,32,22,27,0.1,5.34,144.18,129.76,2
12113,2026-04-25,459,67,36,46,0.1,8.43,387.78,349.0,1
12114,2026-04-19,187,29,28,12,0.02,9.08,108.96,106.78,5
12115,2026-01-24,1842,44,5,43,0.05,9.44,405.92,385.62,3
12116,2026-02-23,126,56,56,38,0.0,6.11,232.18,232.18,1
12117,2026-07-07,1863,31,8,22,0.0,4.2,92.4,92.4,4
12118,2026-03-18,286,45,37,23,0.0,10.01,230.23,230.23,5
12119,2026-01-08,464,59,9,20,0.0,3.49,69.8,69.8,2
12120,2026-06-10,16,31,57,32,0.02,4.2,134.4,131.71,3
12121,2026-05-31,1194,78,18,38,0.1,2.4,91.2,82.08,1
12122,2026-01-15,982,43,32,2,0.02,12.22,24.44,23.95,2
12123,2026-01-12,997,63,5,49,0.02,4.72,231.28,226.65,3
12124,2026-01-26,932,57,49,6,0.02,4.61,27.66,27.11,4
12125,2026-01-12,2815,66,14,8,0.0,3.13,25.04,25.04,4
12126,2026-05-16,1291,55,6,29,0.1,6.26,181.54,163.39,5
12127,2026-01-30,2428,44,17,6,0.0,9.44,56.64,56.64,3
12128,2026-05-14,699,61,34,37,0.1,7.6,281.2,253.08,3
12129,2026-02-08,1450,38,20,11,0.08,8.53,93.83,86.32,3
12130,2026-08-02,189,69,22,16,0.05,6.21,99.36,94.39,2
12131,2026-06-09,776,41,5,30,0.1,7.66,229.8,206.82,3
12132,2026-03-24,214,60,44,47,0.0,13.12,616.64,616.64,2
12133,2026-04-05,63,17,21,10,0.08,6.96,69.6,64.03,3
12134,2026-01-15,547,15,53,42,0.0,6.73,282.66,282.66,2
12135,2026-01-13,477,46,25,33,0.1,4.08,134.64,121.18,4
12136,2026-04-29,950,68,43,26,0.0,10.13,263.38,263.38,4
12137,2026-01-06,2231,59,19,44,0.0,3.49,153.56,153.56,5
12138,2026-05-21,444,27,6,32,0.08,7.64,244.48,224.92,5
12139,2026-03-26,1833,69,39,40,0.0,6.21,248.4,248.4,2
12140,2026-01-31,1096,54,38,30,0.08,3.71,111.3,102.4,5
12141,2026-04-28,1209,45,59,24,0.0,10.01,240.24,240.24,4
12142,2026-05-02,2767,80,45,15,0.05,3.52,52.8,50.16,1
12143,2026-06-14,1395,63,38,14,0.0,4.72,66.08,66.08,5
12144,2026-02-13,785,24,2,4,0.08,10.19,40.76,37.5,4
12145,2026-05-01,715,6,50,15,0.0,8.96,134.4,134.4,4
12146,2026-07-05,506,22,11,40,0.0,12.74,509.6,509.6,3
12147,2026-03-01,2407,15,44,15,0.08,6.73,100.95,92.87,2
12148,2026-07-03,1995,15,41,23,0.05,6.73,154.79,147.05,1
